0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,3,3,0,0,3,0,0,0,0,0,0,4,4,4,0,5,0,0,0,5,0,0,6,0,6,0,6,6,0,0,6,0,0,7,7,0,0,7,8,8,9,9,0,0,9,0,0,9,9,9,0,0,10,10,10,0,0,0,0,0,11,0,11,11,0,12,12,12,12,0,12,0,12,12,12,12,0,12,12,12,13,13,0,0,13,13,0,0,14,14,0,15,0,15,15,0,16,0,0,16,0,0,0,17,0,17,0,0,18,0,18,0,0,18,0,0,0,19,19,19,0,0,0,20,20,20,0,0,0,20,0,21,21,22,0,0,23,0,23,23,23,0
0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,4,0,5,0,5,0,0,0,5,0,0,0,0,6,6,0,0,6,0,0,7,7,7,0,7,8,8,9,9,0,0,0,9,0,9,9,9,9,10,10,10,0,0,0,0,0,0,0,11,11,11,0,12,12,12,12,0,12,0,12,12,0,12,0,12,12,12,13,0,0,0,13,13,13,0,0,14,15,15,0,15,0,0,16,0,16,0,17,0,0,17,0,17,0,0,0,18,0,0,0,18,18,0,19,0,0,0,19,19,0,20,0,20,0,20,0,20,0,0,21,22,22,0,0,0,23,0,23,0
0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,3,3,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,0,6,6,0,7,7,0,7,7,8,8,9,0,0,0,9,9,0,0,0,9,0,10,10,10,0,10,10,0,0,0,11,11,11,11,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,12,13,13,0,0,13,13,0,0,14,14,0,15,0,0,15,0,16,0,0,0,17,0,0,17,0,17,0,0,0,0,0,18,0,0,18,0,0,0,19,19,0,0,0,20,20,20,0,20,20,0,0,21,21,22,22,0,23,0,23,0,23,0
0,0,0,0,0,0,0,0,1,1,0,1,2,0,2,0,0,3,0,3,3,3,0,0,0,3,0,0,4,4,4,0,0,0,0,5,0,0,5,0,6,0,0,6,6,6,6,6,0,0,7,7,7,7,7,8,8,9,9,0,0,9,9,0,0,0,9,0,10,10,10,0,0,0,0,0,0,11,0,11,11,0,12,0,0,12,0,0,12,0,12,0,0,12,12,12,0,13,13,0,13,13,13,0,0,14,14,0,15,15,0,0,0,16,0,16,0,0,17,0,17,0,17,17,0,18,18,0,18,18,0,18,18,19,0,19,0,0,19,0,20,0,20,0,20,20,20,0,21,21,22,0,0,23,0,23,0,23,23
0,0,0,0,0,0,0,0,1,1,0,1,2,2,0,0,3,0,0,0,0,0,0,3,0,3,3,0,4,0,4,0,5,0,5,0,0,5,0,6,6,0,0,6,6,6,0,0,0,0,7,7,7,7,0,8,0,0,0,0,9,9,0,0,9,0,0,0,10,10,10,0,0,0,0,0,0,11,0,11,11,12,0,12,12,12,0,12,12,0,12,12,0,12,12,12,12,13,13,0,0,13,13,0,0,14,14,0,15,15,0,15,16,16,0,16,0,17,0,0,17,0,17,0,18,0,0,18,0,0,18,18,18,0,19,19,19,0,0,0,20,20,20,0,20,0,20,0,21,21,22,22,0,23,0,23,23,23,0
0,0,0,0,0,0,0,0,1,1,0,1,2,0,2,0,3,3,0,3,0,3,0,3,0,3,0,0,4,4,4,0,5,0,5,5,0,0,0,6,6,0,0,0,6,6,0,6,0,6,7,7,0,7,7,8,8,9,9,0,9,9,0,0,0,0,0,0,10,10,10,10,0,10,0,0,0,0,0,11,11,12,12,0,12,12,12,12,0,12,12,0,0,0,12,12,12,13,13,0,0,13,13,13,0,0,14,0,15,0,0,15,16,16,0,16,0,0,0,0,17,0,17,17,0,18,18,0,0,18,18,18,18,19,19,0,0,0,0,20,0,0,20,0,0,20,20,20,21,21,22,22,0,0,0,23,0,23,23
0,0,0,0,0,0,0,0,1,0,0,1,2,2,2,0,0,3,0,0,0,0,3,3,3,3,0,0,4,4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,6,6,6,0,7,7,7,7,0,8,8,0,9,0,9,9,0,0,0,9,0,0,10,10,10,10,0,0,0,0,0,0,0,0,11,0,12,12,12,12,0,12,12,0,12,0,0,12,12,12,12,13,13,0,0,13,13,0,0,0,14,0,15,0,0,15,16,16,0,0,0,0,17,0,17,0,17,0,0,18,0,18,0,0,18,18,0,19,0,19,0,0,0,0,20,0,20,0,20,0,20,20,0,21,22,22,0,23,0,23,23,23,0
0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,0,5,0,5,0,0,0,0,6,6,0,0,6,6,0,0,6,0,0,7,7,7,0,7,8,8,9,9,0,9,9,0,0,0,0,9,0,10,10,10,0,10,10,0,0,0,0,11,11,11,0,12,12,12,12,0,12,0,12,12,0,0,12,0,12,12,13,13,0,0,13,13,0,0,14,14,0,15,0,0,15,0,16,0,0,0,17,0,0,17,0,17,0,0,0,0,0,0,0,0,18,0,0,19,19,0,0,0,20,20,20,20,0,0,20,20,0,21,21,22,22,0,0,0,23,23,23,23
0,0,0,0,0,0,0,0,1,1,0,1,2,0,2,0,3,3,3,0,0,3,0,0,0,0,0,0,4,0,4,0,5,5,5,5,0,5,0,6,0,0,0,6,6,6,6,6,0,0,7,7,7,7,0,8,8,9,9,0,0,9,9,0,9,0,9,9,10,10,10,0,10,10,0,0,0,11,0,11,11,0,12,0,0,12,0,0,12,0,12,0,0,12,12,12,0,13,13,0,0,0,13,0,0,0,14,0,15,0,0,15,0,16,0,16,16,0,17,17,17,0,17,0,0,0,0,0,18,18,18,18,0,0,0,0,0,0,0,20,20,0,0,0,0,0,20,20,21,21,22,22,0,0,0,23,23,23,23
0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,3,3,0,0,0,0,3,0,0,0,0,0,4,4,4,0,5,0,0,5,5,0,0,6,0,0,0,0,6,0,0,0,0,0,7,7,0,7,7,8,8,9,0,0,0,9,9,0,9,9,9,9,10,10,10,0,0,10,0,0,0,0,11,11,11,12,12,0,12,12,12,12,0,0,12,12,12,12,12,12,12,13,13,0,0,13,13,0,0,14,14,0,15,15,0,0,0,16,16,16,0,17,17,0,17,0,17,0,0,18,0,0,18,0,0,18,18,19,19,19,0,0,0,0,20,20,20,20,0,0,0,20,21,21,22,22,0,23,0,23,23,23,0
0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,3,3,3,3,0,0,0,3,0,0,3,4,0,0,4,4,5,0,0,5,0,0,5,0,6,0,0,6,6,6,6,6,0,0,0,7,0,7,7,8,0,0,9,0,0,9,0,0,9,0,9,9,10,10,10,0,0,10,0,0,0,11,0,11,11,12,0,12,12,12,0,0,0,12,12,12,12,12,0,12,12,13,0,0,0,13,13,0,0,14,0,0,0,0,0,0,16,16,0,16,16,0,17,0,17,0,0,17,0,18,0,0,0,18,0,0,0,19,0,0,0,0,0,0,20,0,20,0,20,0,20,0,21,21,0,0,0,0,0,23,0,23,0
0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,0,3,0,3,0,3,0,0,4,4,4,0,0,0,0,0,5,5,0,6,0,0,0,6,6,6,6,6,0,0,7,7,7,7,7,8,8,9,9,0,0,9,9,0,0,0,9,9,10,10,10,0,0,10,0,11,0,11,11,0,11,12,12,12,12,12,0,12,12,12,0,0,0,12,12,12,0,13,13,0,0,13,13,13,0,0,0,0,15,0,0,0,16,16,0,16,16,0,17,17,17,0,0,17,0,18,0,0,18,0,18,18,0,0,0,19,19,0,19,20,0,0,0,0,0,20,20,0,21,21,22,22,0,23,0,23,23,23,23
0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,5,5,5,0,0,6,6,0,0,6,6,0,0,6,6,0,7,7,0,7,7,8,0,0,9,0,9,9,0,0,9,0,9,0,10,10,0,0,0,0,0,0,0,11,0,0,11,0,0,12,12,12,0,0,0,12,12,0,0,12,12,12,12,13,13,0,0,13,13,0,0,14,14,0,15,15,15,15,16,16,0,16,0,0,17,0,0,0,17,0,18,18,18,18,0,18,0,18,0,19,19,19,0,0,0,20,20,0,20,0,0,0,20,0,21,21,22,22,0,0,0,23,23,23,0
0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,3,0,0,0,3,0,3,0,3,3,0,4,0,4,0,5,5,5,5,0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,0,7,7,0,8,0,0,0,0,0,9,0,0,0,9,9,9,10,10,10,0,0,10,0,0,0,11,11,11,11,12,12,12,12,12,0,0,0,12,12,0,12,0,12,0,12,13,0,13,0,13,13,0,0,0,14,0,15,15,0,15,16,16,0,0,0,17,0,17,0,0,0,17,0,0,18,18,0,0,0,18,0,19,19,19,0,0,0,0,0,0,20,0,0,0,20,20,0,21,22,0,0,23,0,23,23,23,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,3,3,3,3,0,0,0,0,3,0,0,4,0,4,0,0,0,5,0,5,0,0,6,6,0,0,6,6,6,0,6,6,0,0,7,7,0,7,8,8,9,0,0,0,9,9,0,0,9,9,0,10,10,10,0,0,10,0,11,11,0,11,0,11,0,12,12,12,12,0,12,12,0,12,0,0,0,12,12,0,13,13,0,0,0,13,0,0,14,14,0,15,15,0,15,16,16,0,0,0,17,0,0,0,0,17,0,0,0,0,18,0,0,18,18,0,19,19,19,19,0,0,20,20,0,20,0,0,20,20,0,0,21,22,22,0,23,0,23,23,23,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,0,3,0,3,3,3,0,0,0,0,3,0,4,4,4,0,5,0,0,5,0,0,0,0,6,0,0,6,6,6,0,6,0,0,7,7,0,7,7,8,0,9,9,0,9,0,0,0,0,0,9,9,10,10,10,0,0,0,0,11,0,0,0,11,11,0,12,12,12,12,0,0,12,12,0,12,0,0,12,12,12,13,13,0,0,13,13,0,0,14,0,0,15,0,0,15,0,16,0,16,0,17,0,0,17,0,17,17,0,18,18,18,0,0,0,18,0,19,0,19,0,0,19,0,20,0,20,0,20,20,20,20,0,21,0,22,0,23,0,23,23,23,0
0,0,0,0,0,0,0,0,1,0,0,1,2,2,2,0,3,3,0,0,3,3,0,0,0,3,0,0,4,4,0,0,5,0,0,5,0,0,0,6,0,6,6,6,6,6,0,6,0,0,7,7,7,7,7,8,8,9,0,0,0,0,9,0,0,0,0,9,10,10,10,0,0,10,0,11,0,0,0,0,11,0,12,12,0,12,12,12,0,12,12,0,0,12,0,0,0,13,13,0,0,0,13,0,0,14,14,0,15,0,0,15,16,0,16,0,0,17,0,0,17,0,17,17,0,18,0,18,18,0,0,18,0,0,0,19,0,0,19,0,20,0,0,0,20,0,20,0,21,21,22,22,0,23,0,23,0,23,23
0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,4,4,4,0,5,0,5,0,5,0,0,6,6,0,0,0,6,0,0,6,0,6,7,7,0,7,7,8,8,9,9,0,9,9,9,0,9,0,9,9,10,10,10,0,10,0,0,0,11,11,0,11,11,0,0,12,0,12,0,0,0,0,12,12,12,0,12,0,12,13,13,0,0,13,13,0,0,14,14,0,15,15,0,0,0,16,0,0,0,0,17,0,17,0,17,0,18,0,0,0,0,18,18,0,0,0,0,19,0,19,19,0,20,0,20,0,20,0,0,0,21,21,0,22,0,0,0,23,23,23,0
0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,3,3,0,3,0,3,0,3,0,3,0,0,4,4,4,0,0,5,5,5,5,0,0,0,6,6,0,0,6,6,0,0,0,6,7,7,7,7,7,8,8,9,0,0,9,9,0,0,9,9,9,0,10,10,0,0,0,10,0,11,11,11,0,11,11,0,12,12,12,12,12,12,12,0,12,12,12,12,12,12,12,13,13,0,0,13,13,0,0,14,14,0,15,0,0,15,16,16,16,16,0,0,17,17,17,0,17,0,18,18,0,0,18,0,0,18,0,19,19,0,0,0,19,20,20,20,20,0,20,0,0,0,0,21,22,22,0,0,0,23,23,23,0
0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,3,3,0,0,0,0,0,0,3,0,0,4,4,4,0,5,0,0,0,0,0,0,0,6,0,0,6,6,6,0,6,0,0,7,7,7,0,0,8,0,9,0,0,0,9,9,0,0,0,9,0,10,10,10,0,0,10,0,0,0,0,0,11,11,0,0,0,12,12,12,0,0,0,12,0,0,0,12,0,12,13,13,0,0,13,13,13,0,0,14,0,15,0,0,15,16,0,0,0,16,0,0,0,17,17,17,0,18,0,18,0,18,18,0,0,0,0,0,19,19,0,0,20,20,20,20,0,0,20,20,0,21,21,22,22,0,23,0,23,23,23,0
0,0,0,0,0,0,0,0,1,0,0,1,2,2,2,0,0,3,0,0,0,3,0,0,0,0,0,0,4,4,0,0,5,0,5,5,0,0,0,6,0,0,0,0,6,6,0,6,0,0,7,7,0,7,0,8,8,9,0,0,0,9,9,0,9,0,9,0,10,10,10,10,0,10,0,11,0,11,0,11,11,12,12,12,0,12,0,12,0,12,12,12,0,12,12,12,12,13,13,0,0,13,0,0,0,0,14,0,15,15,0,15,16,16,0,16,0,0,17,0,17,0,17,0,0,0,0,0,0,18,18,18,0,0,0,19,0,19,0,20,20,0,20,0,0,0,0,0,0,21,22,0,0,23,0,23,23,23,0
0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,5,5,5,0,0,0,6,6,0,6,6,6,0,0,6,6,0,0,7,0,7,7,8,8,0,0,0,9,9,0,0,9,0,0,0,10,10,10,0,10,0,0,0,0,11,0,11,11,0,12,12,12,12,0,0,12,12,12,0,0,12,12,12,12,13,13,0,0,13,13,13,0,14,14,0,15,0,0,15,0,16,0,0,0,17,17,0,17,0,0,17,18,0,18,18,0,0,0,18,0,0,0,19,0,0,19,0,20,0,20,0,0,0,0,0,21,21,22,22,0,23,0,23,0,23,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,3,3,3,0,3,0,0,0,3,0,0,4,0,0,0,5,0,0,0,0,5,0,6,6,0,0,6,0,6,0,6,0,6,7,7,0,0,7,8,8,9,9,0,0,9,0,0,0,0,0,0,10,10,0,0,0,10,11,0,11,11,0,11,11,0,12,12,12,12,0,12,0,12,12,12,0,0,12,0,12,13,0,0,0,13,13,0,0,0,14,0,15,0,0,15,0,16,0,16,16,0,0,17,17,0,17,0,0,18,18,18,0,0,0,0,0,0,0,19,0,0,19,20,20,0,20,0,20,20,20,0,21,21,22,0,0,23,23,23,23,0,0
0,0,0,0,0,0,0,0,1,0,0,1,2,2,2,0,0,3,3,3,0,3,0,0,0,0,0,4,4,4,0,0,5,5,0,0,5,0,0,6,6,0,0,6,6,6,6,0,0,0,0,7,7,7,7,8,8,0,0,0,0,9,0,0,9,0,9,0,10,10,10,0,10,10,0,0,0,0,11,0,11,0,12,0,12,12,0,12,12,12,12,0,0,12,12,0,12,13,13,0,0,0,0,0,0,0,14,0,15,15,0,0,16,0,0,16,0,17,17,0,17,0,17,17,0,0,0,0,0,0,0,18,0,0,0,19,0,19,0,0,20,0,20,0,0,0,20,0,0,21,22,22,0,0,0,23,0,23,0
0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,0,0,3,0,0,3,3,3,3,0,3,0,0,4,0,4,0,0,0,0,5,0,0,0,6,0,0,0,0,6,6,6,6,0,0,7,7,0,7,7,8,8,9,9,0,0,0,0,0,0,9,0,9,10,10,10,0,10,0,0,0,0,11,11,11,11,0,12,12,12,12,12,12,12,0,12,12,0,0,12,0,12,13,13,0,0,0,13,0,0,0,14,0,15,0,0,15,16,0,0,0,0,0,17,0,17,0,17,0,0,18,18,0,0,18,0,18,0,0,0,0,0,0,19,0,20,0,20,0,20,0,20,0,21,21,22,22,0,23,23,23,0,23,0
0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,3,3,0,0,0,0,3,0,3,0,0,0,4,4,0,5,0,5,5,0,0,0,6,0,0,0,6,6,6,0,6,0,0,7,7,0,0,0,8,8,0,9,0,0,9,9,0,0,9,9,0,10,10,10,0,10,0,0,11,0,0,0,11,11,0,0,12,12,12,0,12,0,12,12,12,12,0,0,0,0,13,13,0,0,13,13,13,0,0,14,0,15,0,0,15,16,16,16,16,16,0,17,0,17,0,17,0,18,0,18,18,18,0,18,18,0,0,0,0,19,0,0,20,0,20,20,0,20,0,20,20,0,21,22,22,0,23,0,0,0,23,0
0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,0,0,5,0,6,0,0,6,6,6,6,0,6,0,0,7,7,7,0,7,8,8,9,0,9,0,9,9,0,0,9,0,0,10,10,10,0,0,10,0,11,0,11,0,11,11,0,12,0,12,12,12,12,12,0,12,0,0,12,12,12,12,13,13,0,0,13,13,0,0,14,14,0,15,0,0,0,16,16,16,0,0,0,0,17,17,0,17,17,0,18,0,0,0,0,18,18,18,0,0,19,19,0,0,20,20,0,20,0,0,20,20,0,21,21,22,22,0,0,0,23,0,23,0
0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,3,3,0,0,0,3,0,0,3,0,0,4,0,4,0,0,0,0,5,5,0,0,0,6,0,6,6,6,6,0,6,6,6,7,7,7,0,7,8,8,9,0,0,9,9,9,0,0,0,0,9,10,10,10,0,0,10,0,0,0,11,11,11,11,0,0,0,0,12,0,12,12,0,12,12,0,0,12,12,12,13,13,0,13,13,13,0,0,0,14,15,15,0,15,0,0,0,0,0,0,17,0,0,17,0,17,0,0,18,18,18,0,0,0,18,0,0,0,19,0,0,19,20,20,0,0,0,0,0,0,20,0,21,22,22,0,0,0,23,23,23,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,3,0,0,3,3,3,0,3,0,0,4,4,4,0,0,0,0,0,5,0,0,6,0,0,0,6,6,6,0,6,6,0,7,7,7,0,7,8,8,9,0,0,9,9,0,0,0,0,9,9,10,10,10,0,0,10,0,0,0,11,0,0,11,0,12,12,12,12,12,12,0,0,12,12,12,12,12,0,0,13,13,0,0,13,0,0,0,0,14,0,15,0,0,0,16,16,0,16,0,17,0,0,17,0,0,0,0,18,0,0,18,18,18,18,0,0,0,19,19,0,19,0,0,20,20,0,0,0,0,0,21,21,22,22,0,23,0,23,23,23,0
0,0,0,0,0,0,0,0,1,0,0,1,2,2,2,0,0,3,3,0,3,0,0,3,0,3,0,0,4,4,4,0,0,0,0,0,5,0,0,6,6,6,0,6,6,0,0,6,6,0,7,7,7,7,0,8,8,9,9,0,0,9,9,0,9,9,9,9,10,10,10,0,0,0,0,11,0,11,11,11,11,12,12,0,0,12,0,12,12,12,12,12,12,12,12,12,12,13,0,0,13,0,13,0,0,14,14,0,15,15,0,0,16,16,0,0,0,17,0,0,17,0,17,0,0,18,0,0,0,0,0,18,18,0,0,19,0,19,0,20,0,0,20,0,20,0,20,20,0,21,22,22,23,0,0,0,0,23,0
0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,3,3,3,0,0,0,3,0,0,3,0,0,4,4,4,0,5,0,0,0,5,0,0,0,6,0,0,6,6,6,0,6,6,0,7,7,7,7,7,8,0,9,9,0,9,9,9,0,9,0,9,9,0,10,10,0,0,0,0,11,11,11,11,11,11,0,12,0,12,12,0,12,12,12,12,12,0,0,12,0,12,13,13,0,0,0,13,0,0,14,14,0,15,0,0,15,16,16,16,0,0,0,0,0,17,0,17,17,0,0,0,0,0,0,18,0,18,0,19,19,0,0,0,20,20,0,20,0,20,20,20,0,0,21,22,22,0,0,0,23,23,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,6,6,0,0,6,6,0,0,6,0,0,0,7,7,0,7,8,8,0,9,0,0,9,0,0,0,0,9,0,10,10,10,0,10,10,0,0,0,11,0,0,11,0,0,12,0,12,0,12,0,12,0,0,12,0,12,12,12,13,0,0,0,13,13,0,0,0,14,0,15,0,0,0,16,16,0,16,0,17,17,0,0,0,17,0,18,18,0,18,0,0,0,18,0,0,0,19,0,0,0,0,20,0,20,0,20,20,20,20,0,21,22,22,0,23,0,23,23,23,0
0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,3,3,3,0,0,0,0,3,0,3,0,0,4,4,4,0,5,5,0,5,0,0,0,6,6,0,0,0,6,0,0,6,0,6,7,7,7,0,7,8,8,9,0,0,0,9,9,0,0,0,9,0,10,10,10,0,0,0,0,0,0,11,11,11,11,0,12,12,12,12,0,12,0,12,0,12,0,12,0,0,0,13,13,0,0,13,13,0,0,0,14,0,15,15,0,0,16,0,0,0,16,0,0,0,17,0,17,17,0,0,18,0,0,18,0,18,0,19,0,19,19,0,0,0,20,0,20,0,20,0,20,0,0,21,22,22,0,23,0,23,23,23,23
0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,3,3,0,0,3,0,0,0,3,0,0,0,4,4,0,5,0,0,5,5,0,0,6,6,0,0,0,6,6,6,6,6,6,7,7,7,7,7,8,8,9,0,0,0,9,0,0,9,0,9,0,10,10,10,0,0,0,0,0,0,0,0,0,11,12,12,0,0,12,0,0,12,12,12,0,0,0,12,0,12,13,0,0,0,13,13,0,0,14,14,0,15,0,15,0,16,16,16,0,0,0,17,0,17,17,17,0,18,18,0,0,0,0,18,0,18,0,0,0,19,0,0,20,20,20,20,0,0,20,20,0,0,21,0,22,0,23,0,23,23,23,0
0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,3,0,0,3,0,0,0,0,0,3,0,4,4,4,0,0,0,0,5,0,0,0,6,6,0,0,0,6,0,6,6,0,0,7,7,7,7,7,8,8,9,9,0,0,9,9,0,0,9,9,0,10,10,10,0,0,0,0,0,0,11,0,11,11,0,12,12,12,12,0,12,12,12,12,12,12,0,12,0,12,13,13,0,0,13,13,13,0,14,14,0,15,0,0,15,16,16,0,0,0,0,17,0,17,17,17,0,18,0,18,0,0,0,0,18,0,0,19,19,19,19,0,0,20,0,0,0,0,0,20,0,21,21,22,22,0,23,0,23,23,23,0
0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,0,0,3,0,0,3,0,0,3,0,3,0,0,4,4,4,0,5,0,0,5,0,0,0,6,0,0,0,0,6,0,0,6,0,0,7,7,7,7,7,8,8,9,9,0,0,9,0,9,9,0,0,9,10,10,10,0,0,0,0,11,0,0,0,11,11,12,0,0,12,12,12,12,12,12,0,12,0,12,12,0,0,13,13,0,13,13,13,0,0,14,14,0,15,15,15,0,16,16,16,0,0,17,17,0,17,17,0,0,0,18,18,18,0,18,0,18,0,19,0,19,0,19,0,0,0,0,20,0,0,20,20,0,21,21,0,0,0,0,0,23,0,23,0
0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,3,3,3,3,0,3,3,0,3,0,0,4,4,4,0,5,0,0,0,5,0,0,6,6,0,0,0,6,0,0,6,0,0,0,7,7,7,7,8,8,0,9,0,9,9,9,0,0,0,9,0,10,10,10,0,0,10,0,0,0,0,0,0,11,0,12,12,0,12,0,0,12,12,12,0,0,0,12,12,12,13,13,0,0,13,0,0,0,0,14,0,15,15,0,15,0,16,16,16,0,17,17,0,17,0,17,0,0,18,0,18,0,0,18,18,0,19,19,0,19,0,0,20,20,20,0,0,0,20,20,20,0,21,22,22,0,0,0,0,0,0,23
0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,3,3,0,0,3,0,0,0,3,0,0,4,4,0,0,5,0,0,5,5,0,0,6,0,0,0,6,6,6,0,6,6,0,7,7,7,0,7,8,8,0,9,0,0,9,0,0,9,0,0,0,10,10,10,0,0,10,0,0,0,0,11,11,11,0,12,0,12,12,0,12,0,0,12,12,0,0,12,12,12,13,13,0,0,13,13,0,0,14,14,0,15,0,0,15,0,16,16,16,16,17,0,0,17,0,17,0,0,0,0,18,0,18,0,0,0,19,0,19,0,0,0,20,20,20,20,0,0,20,20,0,0,21,22,22,0,23,0,23,0,23,0
0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,3,3,0,0,0,0,0,3,3,0,0,0,4,4,0,0,0,0,5,0,0,0,5,6,6,0,0,6,6,0,0,6,6,0,7,7,7,7,0,8,0,9,9,0,9,9,9,9,0,0,0,9,10,10,10,0,0,10,0,11,0,0,0,11,11,0,12,0,12,12,12,0,0,12,0,12,0,12,12,12,12,13,13,0,0,13,13,0,0,14,14,0,15,15,15,0,16,16,16,0,0,0,17,0,0,0,0,0,0,0,0,18,18,18,0,18,0,0,0,19,0,0,19,0,20,0,20,0,0,20,0,20,21,21,0,22,0,0,0,23,23,23,23
0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,3,3,0,3,3,0,3,0,0,0,0,0,4,4,0,5,0,5,5,0,0,0,6,6,0,0,6,6,6,6,6,0,0,7,7,0,7,0,8,8,9,0,0,0,9,0,0,0,0,9,9,10,10,10,0,0,10,0,0,0,0,0,11,11,0,12,12,0,0,0,12,0,0,0,0,12,12,0,12,12,13,13,0,0,0,13,0,0,14,0,0,15,0,0,15,16,0,16,0,0,17,0,0,17,0,17,0,0,0,18,0,0,0,0,18,0,0,19,19,0,0,0,0,20,0,20,0,0,0,20,0,21,21,22,22,0,23,0,23,23,23,23
